,Rteam_TOP,Bteam_TOP,Rteam_MIDDLE,Bteam_MIDDLE,Rteam_BOTTOM,Bteam_BOTTOM,Rteam_SUPPORT,Bteam_SUPPORT,Rteam_JUNGLE,Bteam_JUNGLE
785,Galio,Teemo,Tryndamere,Sylas,Varus,Ezreal,Thresh,Pyke,Hecarim,RekSai
786,Cassiopeia,Aatrox,Kassadin,Ekko,Rengar,Xayah,Leona,Xerath,Elise,DrMundo
787,Darius,Vayne,Taliyah,Galio,Ezreal,Lucian,Bard,Nami,Elise,LeeSin
791,Gangplank,Rengar,Ekko,Annie,Twitch,Lucian,Nautilus,Janna,Elise,Nidalee
792,Jax,Pantheon,Ahri,Fizz,Xayah,Vayne,Rakan,Soraka,DrMundo,Elise
796,Renekton,Shen,Ahri,Karma,Kaisa,Vayne,Fiddlesticks,Leona,Elise,DrMundo
799,Pantheon,Leona,Yasuo,Zed,Jinx,Caitlyn,Rakan,Thresh,Hecarim,Sylas
800,Kayle,Jayce,Zilean,Leblanc,Kaisa,Ezreal,Pyke,Leona,Olaf,Ekko
803,Renekton,Akali,Taliyah,Ryze,Ezreal,Ashe,Fiddlesticks,Janna,Ekko,LeeSin
820,Olaf,Garen,Qiyana,Irelia,Kaisa,Lucian,Nami,Lux,Ekko,Elise
823,Ryze,Vladimir,Yasuo,Orianna,Caitlyn,Kaisa,Lux,Nautilus,LeeSin,Hecarim
824,Jayce,Quinn,Akali,Qiyana,Vayne,Kalista,Nami,Sona,Karthus,Gragas
825,Renekton,Irelia,Lissandra,Leblanc,Kaisa,Xayah,Yuumi,Janna,Kayn,LeeSin
827,Kayle,Pantheon,Syndra,Orianna,Kaisa,Xayah,Rakan,Nautilus,RekSai,Gragas
828,Viktor,Kennen,Leblanc,Fizz,Xayah,MissFortune,Bard,Rakan,LeeSin,Kayn
829,Jayce,Ornn,TwistedFate,Ryze,Xayah,Draven,Braum,Leona,Hecarim,Elise
834,Aatrox,Irelia,Kayle,Jayce,Kaisa,Lucian,Thresh,Leona,RekSai,Elise
838,Kayle,Camille,TwistedFate,Rumble,Ashe,Kaisa,Leona,Shen,RekSai,Qiyana
840,Vladimir,Camille,Jayce,Orianna,Ezreal,Jhin,Velkoz,Zyra,Ekko,Karthus
843,Fiora,Kled,Qiyana,Leblanc,Kaisa,Ezreal,Leona,Pyke,Ekko,LeeSin
848,Jayce,Ryze,TwistedFate,Talon,Lucian,Tristana,Blitzcrank,Leblanc,Taliyah,XinZhao
849,Pantheon,Jax,TwistedFate,Ryze,Lucian,Kaisa,Yuumi,Thresh,Olaf,Karthus
851,Jayce,Karma,Garen,Zed,Lucian,Kaisa,Blitzcrank,Leona,Ekko,Taliyah
861,Kled,Renekton,Zoe,Syndra,Lucian,Kaisa,Blitzcrank,Pyke,Ekko,Olaf
862,Gangplank,Fiora,Ryze,Pyke,Kaisa,Ashe,Yuumi,Nautilus,LeeSin,Taliyah
864,Irelia,Jax,Akali,Orianna,Kaisa,MissFortune,Gragas,Thresh,Olaf,Elise
865,Irelia,Jax,Tristana,Jayce,Lucian,Ezreal,Karma,Morgana,Elise,Karthus
869,Jax,Jayce,Fizz,Qiyana,Kaisa,Sivir,Nautilus,Morgana,Kayn,Ekko
871,Karma,Rengar,Galio,Lucian,Jinx,Ashe,Morgana,Braum,LeeSin,Ekko
872,Vladimir,Irelia,Renekton,Lucian,Ashe,Neeko,Braum,Bard,Nidalee,Elise
874,Akali,Jax,TwistedFate,Ryze,MissFortune,Kaisa,Xerath,Blitzcrank,Kindred,LeeSin
875,Garen,Kled,Akali,Sylas,Ezreal,Kaisa,Janna,Leona,Karthus,Ekko
878,Kled,Mordekaiser,Yasuo,Taliyah,Jinx,Xayah,Volibear,Janna,Gragas,Kindred
879,Kennen,Kled,Zoe,Leblanc,Jinx,Ashe,Janna,Leona,Skarner,LeeSin
880,Chogath,Kled,Pantheon,Ryze,Ezreal,Heimerdinger,Sona,Bard,Karthus,LeeSin
885,Garen,Akali,Ezreal,Leblanc,Lucian,Vayne,Thresh,Blitzcrank,Gragas,LeeSin
887,Poppy,Camille,Rumble,Ryze,Ezreal,Heimerdinger,Braum,Nautilus,Kindred,Taliyah
888,Rengar,Renekton,Leblanc,Yasuo,Kaisa,Heimerdinger,Karma,Leona,Olaf,LeeSin
889,Vladimir,Kled,TwistedFate,Qiyana,Kaisa,Lucian,Leona,Nautilus,Olaf,Karthus
890,Darius,Mordekaiser,Ryze,Renekton,Ashe,Kaisa,Thresh,Shaco,Rengar,Khazix
891,Singed,Ryze,Leblanc,Jayce,Kaisa,Lucian,Thresh,Blitzcrank,LeeSin,Khazix
892,Viktor,Lucian,Pantheon,Illaoi,Ezreal,Caitlyn,Karma,Morgana,Olaf,Ekko
894,Vladimir,Irelia,Ekko,Viktor,Ashe,Ezreal,Janna,Karma,LeeSin,Elise
896,Jax,Olaf,Katarina,Galio,Ashe,Ezreal,TahmKench,Yuumi,Nunu,Gragas
898,Shyvana,Ryze,Ahri,TwistedFate,Kaisa,Sivir,Nautilus,Morgana,XinZhao,Kindred
914,Jayce,Camille,Garen,Fizz,Syndra,Ashe,Lux,Nautilus,Gragas,Taliyah
917,Akali,Jax,Camille,Kayle,Varus,Ashe,Zilean,Nautilus,Fiddlesticks,LeeSin
932,Camille,Lucian,Akali,Neeko,Xayah,Kaisa,Rakan,Blitzcrank,LeeSin,Ekko
933,Aatrox,Camille,Ahri,Zoe,Jhin,Caitlyn,Yuumi,Morgana,MasterYi,Kindred
937,Teemo,Hecarim,Zed,AurelionSol,Ashe,Kaisa,Janna,Yuumi,Zac,LeeSin
947,Ornn,Camille,Orianna,Veigar,Cassiopeia,Ezreal,Neeko,Taric,Kindred,Kayn
949,Vladimir,Garen,Camille,Zoe,Caitlyn,Ezreal,Soraka,Nami,Elise,LeeSin
950,Akali,Shen,Pantheon,Leblanc,Jhin,Ashe,Thresh,Lulu,RekSai,Gragas
958,Teemo,Gangplank,Pantheon,Ezreal,Jinx,Caitlyn,Pyke,Nami,Ekko,Nidalee
959,Kayle,Vladimir,Ahri,Ekko,Draven,Ezreal,Thresh,Lulu,Gragas,LeeSin
960,Aatrox,Illaoi,Ryze,Yasuo,Lucian,Ezreal,Yuumi,Janna,Elise,Nidalee
962,Illaoi,Ryze,Annie,Ahri,Caitlyn,Kaisa,Lulu,Thresh,Warwick,LeeSin
966,Akali,Camille,Pantheon,Fizz,Caitlyn,Ashe,Lulu,MissFortune,Gragas,JarvanIV
969,Shen,Akali,Taliyah,Malzahar,Ezreal,Sivir,Bard,Yuumi,Hecarim,LeeSin
981,Irelia,Camille,Ryze,Katarina,Xayah,Kaisa,Rakan,Lulu,Sejuani,LeeSin
987,Camille,Heimerdinger,TwistedFate,Janna,Ezreal,Zilean,Yuumi,Pyke,Ekko,Hecarim
988,Camille,Jax,Nocturne,Gangplank,Jinx,Ashe,Morgana,Nautilus,JarvanIV,Gragas
992,Camille,Kennen,Orianna,Katarina,Lucian,Ashe,Nami,Rakan,Aatrox,LeeSin
994,Illaoi,Kayle,Yasuo,AurelionSol,Ezreal,Jhin,Yuumi,Nautilus,XinZhao,Malphite
998,Camille,Irelia,TwistedFate,Rumble,Lucian,Kaisa,Volibear,Janna,Qiyana,Ekko
999,Camille,Vladimir,Talon,Pantheon,Lucian,Vayne,Fiddlesticks,Nautilus,Karthus,Nidalee
1011,Irelia,Akali,Pantheon,Karthus,Heimerdinger,Tristana,Shaco,Rakan,Hecarim,Graves
1015,Mordekaiser,Illaoi,Zoe,Irelia,Lucian,MissFortune,Thresh,Leona,LeeSin,Nunu
1018,Mordekaiser,Kled,Garen,Tristana,Varus,Kaisa,TahmKench,Lux,Ekko,Karthus
1020,Ornn,Jax,Malzahar,Zoe,Tristana,Caitlyn,Swain,Morgana,LeeSin,Shaco
1022,Renekton,Kayle,Tristana,Ahri,Kaisa,Lucian,Karma,Yuumi,Shaco,Udyr
1034,Gangplank,Zed,Qiyana,Garen,Jinx,Lucian,Swain,Karma,Elise,Ekko
1037,Renekton,Jax,MasterYi,Leblanc,Tristana,Ezreal,Karma,Soraka,Gragas,Taliyah
1040,Jayce,Quinn,Taliyah,Karma,Tristana,Lucian,Volibear,Nautilus,JarvanIV,Sylas
1041,Rengar,Urgot,Zilean,Zoe,Tristana,Xayah,Yuumi,Leona,Nidalee,RekSai
1042,Quinn,Jax,Aatrox,Fizz,Xayah,Ezreal,Rakan,Thresh,Vi,Sylas
1046,Ryze,Shen,Sylas,Ekko,Tristana,Draven,Janna,Gragas,Nidalee,Karthus
1051,Illaoi,Mordekaiser,Akali,Sylas,Vayne,Twitch,Pyke,Lulu,RekSai,Zac
1052,Poppy,Rumble,Akali,Pantheon,Tristana,Draven,Braum,Thresh,Nunu,LeeSin
1053,Akali,Jax,Velkoz,Annie,Draven,Tristana,Pyke,Blitzcrank,Elise,Nunu
1058,Volibear,Kled,Aatrox,Pantheon,Tristana,Sivir,Nami,Nautilus,Gragas,Sylas
1059,Kennen,Singed,AurelionSol,Yasuo,Vayne,Ezreal,Nami,Thresh,RekSai,Taliyah
1061,Aatrox,Shen,Morgana,Corki,Yasuo,Vayne,Nami,Soraka,Khazix,Elise
1064,Tryndamere,Malphite,Katarina,Zed,Tristana,Twitch,Rakan,Pyke,Hecarim,Khazix
1066,Kennen,Fiora,Irelia,Qiyana,Ashe,Tristana,Fiddlesticks,Pyke,Sejuani,Evelynn
1069,Riven,Aatrox,Fizz,Kassadin,Twitch,Tristana,Alistar,Lux,Sejuani,Elise
1072,Kennen,Riven,Yasuo,Malzahar,Tristana,Ashe,Neeko,Zyra,Olaf,LeeSin
1074,Gangplank,Kennen,Qiyana,Aatrox,Tristana,Ezreal,Thresh,Karma,Karthus,Graves
1079,Fiora,Vladimir,Anivia,Zed,Tristana,Ezreal,Janna,Lux,JarvanIV,Gragas
1080,Fiora,Kennen,Orianna,Kayn,Jinx,Tristana,Rakan,Zilean,Elise,Evelynn
1092,Mordekaiser,Aatrox,Camille,Katarina,Tristana,Ashe,Bard,Thresh,Elise,LeeSin
1093,Darius,Kled,Corki,Leblanc,Kaisa,Ezreal,Janna,Shen,Evelynn,Graves
1094,Mordekaiser,Renekton,Aatrox,Ahri,Kaisa,Tristana,Karma,Janna,Nidalee,Sylas
1095,Camille,Karma,Syndra,Yasuo,Vayne,Ezreal,Morgana,Braum,Gragas,Kayn
1098,Mordekaiser,Renekton,Yasuo,Malzahar,Vayne,Ezreal,Janna,Nautilus,Nidalee,XinZhao
1099,Renekton,Lissandra,Vladimir,TwistedFate,Vayne,Tristana,Karma,Galio,Sejuani,LeeSin
1100,Jax,Lucian,Leblanc,Zoe,Xayah,Yasuo,Rakan,Nautilus,JarvanIV,Gragas
1104,Tryndamere,Akali,Orianna,Zed,Lucian,MissFortune,Thresh,Blitzcrank,MasterYi,Kayn
1105,DrMundo,Vladimir,Akali,Galio,KogMaw,Lucian,Lulu,Fiddlesticks,LeeSin,JarvanIV
1106,Kennen,Shen,Qiyana,Irelia,Xayah,MissFortune,Zyra,Thresh,Ekko,LeeSin
1107,Nasus,Neeko,Irelia,Orianna,Ezreal,Ashe,Sona,Karma,Garen,Gragas
1108,Nasus,Neeko,Syndra,Qiyana,Lucian,Xayah,Leona,Rakan,Gragas,Shyvana
1109,Talon,Mordekaiser,Renekton,Viktor,Kaisa,MissFortune,Nautilus,Thresh,DrMundo,Sion
1111,Fiora,Heimerdinger,Leblanc,Ezreal,Xayah,Kaisa,Nautilus,Velkoz,MasterYi,XinZhao
1112,Ryze,Darius,Talon,Yasuo,Lucian,Jinx,Morgana,Nautilus,Elise,LeeSin
1114,Fiora,Ornn,Zoe,Zed,Lucian,Kaisa,Swain,Zilean,Sion,LeeSin
1115,Vladimir,Kayle,Ryze,Karthus,Kaisa,Ezreal,Yuumi,Volibear,JarvanIV,Graves
1118,Gangplank,Lucian,Ahri,Syndra,Xayah,Ashe,Pyke,Lux,Shyvana,Olaf
1124,Darius,Akali,Ahri,Sylas,Ezreal,Lucian,Blitzcrank,Thresh,Gragas,XinZhao
1126,Heimerdinger,Mordekaiser,Zed,Azir,Lucian,Kaisa,Rakan,Leona,Evelynn,DrMundo
1128,Gangplank,Garen,Rumble,Tristana,Sivir,Lucian,Lulu,Janna,Sion,Elise
1129,Vladimir,Pantheon,Lucian,Anivia,Kaisa,Ashe,Leona,Thresh,Elise,Olaf
1131,Ornn,Fiora,Orianna,Katarina,Xayah,Kaisa,Nautilus,Fiddlesticks,Shaco,Nidalee
1133,Garen,TahmKench,Kassadin,Zoe,Caitlyn,Ezreal,Morgana,Xerath,JarvanIV,LeeSin
1136,Darius,Vladimir,AurelionSol,Kled,Lucian,Ashe,Swain,Taric,Nocturne,Nidalee
1137,Vladimir,Darius,Zed,AurelionSol,Lucian,Xayah,Nautilus,Swain,Nidalee,Ekko
1138,Jax,Camille,Kayle,Corki,Ezreal,Xayah,Xerath,Thresh,RekSai,LeeSin
1139,Tryndamere,Kayle,Talon,AurelionSol,Xayah,Lucian,Pyke,Thresh,RekSai,LeeSin
1140,Jax,Aatrox,Orianna,Ryze,Lucian,Kaisa,Thresh,Blitzcrank,LeeSin,Gragas
1144,Kled,Poppy,Cassiopeia,Karthus,Ezreal,Xayah,Pyke,Rakan,Nidalee,Graves
1145,Teemo,Yasuo,Katarina,Zoe,Xayah,Kaisa,Thresh,Nautilus,Gragas,Zac
1150,Malphite,Teemo,Annie,Zed,Jinx,Kaisa,Blitzcrank,Bard,Amumu,Rengar
1154,Kassadin,Kayle,Renekton,Tristana,Xayah,Syndra,Pyke,Nautilus,Elise,Nidalee
1157,Kayle,Pantheon,Anivia,TwistedFate,Ezreal,Xayah,Soraka,Rakan,Khazix,Elise
1159,Garen,Mordekaiser,Yasuo,Akali,Sivir,Kaisa,Pyke,Nautilus,Gragas,RekSai
1161,Camille,Quinn,TwistedFate,Orianna,Caitlyn,Kaisa,Leona,Nautilus,Olaf,LeeSin
1163,Akali,Heimerdinger,Rumble,Galio,Lucian,Xayah,Thresh,Leona,Warwick,Kayn
1164,Camille,Rumble,Fizz,Xerath,Caitlyn,Kaisa,Thresh,Leona,Karthus,Warwick
1166,Kayle,Volibear,Syndra,Lissandra,Jinx,Ashe,Poppy,JarvanIV,Nunu,Elise
1167,Akali,Mordekaiser,Velkoz,Irelia,Xayah,Kaisa,Shen,Nautilus,JarvanIV,Ekko
1171,Kled,Renekton,Akali,Kayle,Lucian,Xayah,Nautilus,Morgana,LeeSin,Karthus
1172,Vladimir,Akali,Garen,Pyke,Xayah,Kaisa,Rakan,Nautilus,Poppy,LeeSin
1173,Kled,Kennen,Zoe,Aatrox,Kaisa,Ashe,Galio,Leona,Nidalee,Zac
1185,Aatrox,Renekton,Azir,Pantheon,Ezreal,Kaisa,Leona,Yuumi,Khazix,Evelynn
1186,Rengar,Ornn,Lissandra,Orianna,KogMaw,Kaisa,Lulu,Nautilus,Shyvana,LeeSin
1187,Sylas,Kennen,Yasuo,Zoe,Kaisa,Lucian,Blitzcrank,Zyra,LeeSin,Amumu
1190,Fiora,Poppy,Vladimir,Katarina,Jhin,Kaisa,Janna,Alistar,Karthus,Rengar
1191,Darius,Yasuo,Zed,TwistedFate,Lucian,Ezreal,Karma,Soraka,Gragas,LeeSin
1192,Illaoi,Shen,Velkoz,Galio,Tristana,Kaisa,Lulu,MissFortune,Karthus,LeeSin
1195,Aatrox,Riven,Ryze,TwistedFate,Kaisa,KogMaw,Nautilus,Pyke,Shyvana,DrMundo
1196,Garen,Gangplank,Anivia,Rumble,Tristana,Kaisa,Nautilus,Bard,JarvanIV,Kindred
1197,Jax,Ryze,Akali,Ahri,Vayne,Ezreal,Blitzcrank,TahmKench,LeeSin,Nidalee
1201,Ryze,Yasuo,Talon,Malzahar,Kalista,Caitlyn,Blitzcrank,Sona,Elise,Nocturne
1202,Yasuo,Kayle,Ryze,TwistedFate,Ashe,Ezreal,Blitzcrank,Nautilus,XinZhao,LeeSin
1203,Kayle,Teemo,Camille,Talon,Vayne,Kaisa,Zyra,Leona,Nunu,Khazix
1205,Karma,Vladimir,Irelia,Talon,Vayne,Ashe,Thresh,Blitzcrank,Olaf,Nunu
1207,Aatrox,Jax,Akali,Ahri,Jinx,Ashe,Leona,Nautilus,Olaf,DrMundo
1212,Garen,Shen,Zed,Chogath,Lucian,Caitlyn,Pantheon,Lux,Gragas,Zac
1216,Riven,Darius,Yasuo,Katarina,Kaisa,Ezreal,Blitzcrank,Morgana,LeeSin,Nidalee
1219,Kayle,Renekton,Zed,Katarina,Lucian,Lucian,Braum,Blitzcrank,Riven,Nidalee
1220,Ryze,Rengar,Zoe,Talon,Ezreal,Kaisa,Ornn,Blitzcrank,Ekko,Elise
1221,Riven,Ornn,Talon,Heimerdinger,MissFortune,Ashe,Leona,Lux,Elise,Rengar
1223,Pantheon,Nidalee,Ezreal,Zed,Vayne,Kaisa,Xerath,Fiddlesticks,LeeSin,Elise
1225,Renekton,Fiora,Talon,Sylas,Ashe,Lucian,Thresh,Leona,Gragas,JarvanIV
1229,Camille,Rengar,Talon,Taliyah,Cassiopeia,Kaisa,Thresh,Nautilus,Shaco,LeeSin
1232,Irelia,Khazix,Ryze,Talon,Lucian,Kaisa,Blitzcrank,Nautilus,Karthus,Elise
1234,Kennen,Rengar,Talon,Irelia,MissFortune,Ezreal,Blitzcrank,Pyke,Poppy,LeeSin
1236,Fiora,Vladimir,Talon,Galio,Caitlyn,Syndra,Pyke,Blitzcrank,Nunu,Khazix
1238,Quinn,Aatrox,Talon,Diana,Ezreal,Kaisa,Nami,Thresh,Karthus,Nautilus
1239,Garen,Mordekaiser,Akali,Pyke,Jhin,Vladimir,Thresh,Lux,Ekko,LeeSin
1241,Illaoi,Aatrox,Ryze,Pantheon,Draven,Jinx,Leona,Blitzcrank,Nidalee,Ekko
1245,Teemo,Kayle,Ryze,Orianna,Kaisa,Ashe,Blitzcrank,Pyke,Ekko,Ekko
1247,Darius,Kennen,Karma,Zed,Ezreal,Draven,Lulu,Leona,Karthus,Elise
1257,Garen,Jax,XinZhao,Talon,Yasuo,Kaisa,Sona,Blitzcrank,Pantheon,Gragas
1259,Sylas,Camille,Talon,Akali,Kaisa,Lucian,Leona,Xerath,RekSai,Gragas
1262,Camille,Teemo,Zoe,Talon,Ashe,Ezreal,Karma,Yuumi,Gragas,LeeSin
1263,Quinn,Renekton,Talon,AurelionSol,Caitlyn,Kaisa,Xerath,Thresh,Khazix,RekSai
1266,Irelia,Kayle,Galio,Qiyana,Kaisa,Yasuo,Nautilus,Lulu,Khazix,XinZhao
1271,Ryze,Vladimir,Qiyana,Talon,Caitlyn,Kaisa,Blitzcrank,Leona,Nidalee,RekSai
1279,Vladimir,Renekton,Talon,Velkoz,Ezreal,Xayah,Bard,Leona,Hecarim,Khazix
1280,Renekton,Camille,Sylas,Talon,Kaisa,Jhin,Blitzcrank,TahmKench,Ekko,Elise
1282,Vladimir,Sylas,Talon,Aatrox,Kaisa,Lucian,Thresh,Morgana,Hecarim,Ekko
1283,Teemo,Vayne,Yasuo,TwistedFate,Graves,Lucian,Fiddlesticks,Yuumi,LeeSin,Chogath
1284,Jax,Camille,Ahri,Zed,Kaisa,Ezreal,Karma,Thresh,MasterYi,Nidalee
1288,Rumble,Jayce,Talon,Sylas,Kaisa,Caitlyn,Pyke,Leona,Nidalee,Rammus
1289,Darius,Karma,Ahri,Zed,Vayne,Lucian,Nami,Braum,Nocturne,Rengar
1290,Ryze,Gangplank,Zed,Sylas,MissFortune,Kaisa,Pyke,Morgana,LeeSin,MasterYi
1291,Skarner,Udyr,Zoe,Akali,Kaisa,Jinx,Fiddlesticks,Lulu,Aatrox,Zac
1294,Camille,Irelia,Ahri,Katarina,Morgana,Ezreal,Aatrox,Aatrox,Hecarim,Nunu
1302,Jayce,Vayne,Irelia,TwistedFate,Draven,Kaisa,Lulu,Janna,Khazix,Gragas
1307,Malphite,Kayle,TwistedFate,Tristana,Ashe,Sivir,Swain,Thresh,Olaf,Ekko
1310,Jayce,Kayle,Ezreal,Rumble,MissFortune,Varus,Sona,Swain,Shyvana,RekSai
1311,Mordekaiser,Jax,Sylas,TwistedFate,Kaisa,Jinx,Leona,Morgana,LeeSin,Nunu
1312,Kayle,Tryndamere,Leblanc,Jayce,Lucian,Xayah,Swain,Rakan,LeeSin,Elise
1313,Fiora,Kayle,Galio,Qiyana,Vayne,Xayah,Braum,Swain,Ekko,LeeSin
1316,Akali,Sylas,Qiyana,Katarina,Kaisa,Lucian,Bard,Swain,Nidalee,JarvanIV
1317,Pantheon,Aatrox,Cassiopeia,Vladimir,Varus,Xayah,Swain,Bard,Elise,Evelynn
1320,Hecarim,Malphite,Sylas,Irelia,Ezreal,Vayne,Karma,Swain,Taliyah,Nidalee
1324,Kayle,Irelia,Ekko,Pantheon,Jinx,Kaisa,Morgana,Nautilus,LeeSin,Elise
1327,Camille,Irelia,Ryze,Xerath,Lucian,Ezreal,Swain,Thresh,LeeSin,Rengar
1328,Vladimir,Renekton,Nocturne,Ekko,Lucian,Kaisa,Swain,Thresh,Sylas,Elise
1329,Poppy,Fiora,Ahri,Qiyana,Kaisa,Vayne,Thresh,Swain,Zac,Taliyah
1332,Irelia,Jayce,Heimerdinger,Kassadin,Tristana,Jhin,Swain,Annie,Sylas,LeeSin
1346,Gangplank,Sylas,Aatrox,Illaoi,Kaisa,Xayah,Lulu,Thresh,Olaf,Nidalee
1347,Shen,Sylas,Vladimir,Talon,Xayah,Lucian,Lulu,Thresh,Khazix,Taliyah
1353,Camille,Kennen,Malzahar,Yasuo,Jinx,Ezreal,Lulu,Fiddlesticks,Aatrox,Gragas
1357,Shen,Jax,Tristana,Taliyah,Kaisa,Lucian,Lulu,Nautilus,Gragas,Kindred
1364,Riven,Fiora,Vladimir,Annie,Lucian,MissFortune,Lulu,Soraka,Taliyah,Gragas
1368,Camille,Aatrox,Ryze,Sylas,Ezreal,MissFortune,Pyke,Fiddlesticks,Shyvana,Taliyah
1369,Ryze,Camille,Qiyana,Chogath,Jhin,Ezreal,Volibear,Zilean,Nocturne,Zac
1370,Aatrox,Fiora,Velkoz,Shyvana,MissFortune,Ashe,Bard,Gragas,Sylas,Nocturne
1372,Pantheon,Poppy,Orianna,AurelionSol,MissFortune,Ezreal,Thresh,Leona,Karthus,Khazix
1374,Riven,Renekton,Yasuo,Zed,Xayah,Ezreal,Swain,Morgana,Gragas,Karthus
1375,Poppy,Fiora,Fizz,Ryze,Lucian,MissFortune,Lux,Thresh,Karthus,Sylas
1377,Renekton,Shyvana,Aatrox,Pantheon,Sivir,Jinx,Yuumi,Morgana,Karthus,Kindred
1379,Aatrox,Rumble,Pantheon,Irelia,Vayne,Heimerdinger,Karma,Swain,Taliyah,DrMundo
1380,Lulu,Akali,Malzahar,AurelionSol,Jinx,Xayah,Pyke,Karma,Kindred,Karthus
1382,Poppy,Irelia,Azir,Cassiopeia,Jhin,Kaisa,Zyra,Shen,JarvanIV,Fiddlesticks
1384,Rammus,Jayce,Akali,Aatrox,Ashe,Kaisa,Zyra,Thresh,JarvanIV,Olaf
1385,Quinn,Neeko,Orianna,Qiyana,Ezreal,Jhin,Janna,Swain,Pantheon,RekSai
1386,Fiora,Riven,TwistedFate,Malzahar,Jinx,Twitch,Taric,Rakan,Nunu,LeeSin
1390,Aatrox,Jax,Lux,Malzahar,Kaisa,Sivir,Thresh,Xerath,Elise,Nidalee
1392,Riven,Ornn,TwistedFate,Malzahar,Jinx,Caitlyn,Nautilus,Fiddlesticks,Camille,Elise
1397,Gangplank,Irelia,Qiyana,Akali,Xayah,Ezreal,Zyra,Pyke,LeeSin,Gragas
1401,Renekton,Jayce,Orianna,Yasuo,Kaisa,Kalista,Nautilus,Alistar,LeeSin,Gragas
1404,Gragas,Heimerdinger,Zilean,Orianna,Syndra,Kaisa,Thresh,Blitzcrank,LeeSin,Rengar
1405,Kennen,Riven,Orianna,Zilean,Kaisa,Lucian,Thresh,Fiddlesticks,LeeSin,Rengar
1408,Darius,Mordekaiser,Rumble,Viktor,Kaisa,Xayah,Thresh,Rakan,LeeSin,Nidalee
1409,Kayle,Vladimir,Zed,Zed,Caitlyn,Draven,Swain,Mordekaiser,Shyvana,Malphite
1411,Shen,Yasuo,Leblanc,Annie,Kaisa,Xayah,Fiddlesticks,Rakan,Olaf,Nidalee
1414,Jax,Karma,Xerath,Pyke,Tristana,Vayne,Nautilus,Lux,Gragas,LeeSin
1415,Rengar,Poppy,Talon,Jayce,Kaisa,Ezreal,Bard,Blitzcrank,Karthus,Nidalee
1418,Ornn,Vladimir,AurelionSol,Ekko,Xayah,Kaisa,Fiddlesticks,Thresh,Elise,LeeSin
1421,Pantheon,Kayle,Karma,Galio,Lucian,Xayah,Leona,Nautilus,JarvanIV,LeeSin
1423,Riven,Poppy,Katarina,Ekko,Xayah,MissFortune,Leona,Rakan,Kindred,JarvanIV
1427,Thresh,Garen,Zoe,Galio,MissFortune,Ashe,Pyke,Blitzcrank,Poppy,Vi
1430,Jayce,Kayle,Kled,Zoe,Kaisa,Ezreal,Nautilus,Karma,Evelynn,Sylas
1431,Poppy,Jax,Nocturne,Talon,Ezreal,Lucian,Karma,Thresh,Evelynn,Taliyah
1436,Aatrox,Camille,Irelia,Zoe,Kaisa,Lucian,Nautilus,Shen,Sylas,Khazix
1442,Akali,Aatrox,Irelia,Sylas,Kaisa,Ezreal,Yuumi,Thresh,Poppy,Elise
1450,Mordekaiser,Pantheon,Neeko,Yasuo,Lucian,Xayah,Pyke,Alistar,LeeSin,Gragas
1456,Sylas,Chogath,Vladimir,Orianna,Vayne,Ezreal,Blitzcrank,Bard,XinZhao,Elise
1461,Renekton,Karma,Katarina,Pantheon,Ezreal,Xayah,JarvanIV,Rakan,LeeSin,Gragas
1463,DrMundo,Yasuo,Neeko,Zed,Ezreal,Kaisa,Yuumi,Nautilus,Amumu,Elise
1465,Gnar,Malphite,Katarina,Yasuo,Ezreal,Xayah,Xerath,Rakan,Quinn,Vi
1468,Darius,Vayne,Yasuo,Syndra,Sona,Yasuo,Janna,Yuumi,Olaf,XinZhao
1470,Garen,Poppy,Zed,Zilean,Ezreal,Caitlyn,Lux,Karma,Nunu,LeeSin
1471,Yasuo,Jax,Qiyana,Lucian,Xayah,Xayah,Pyke,Rakan,Sylas,DrMundo
1472,Fiora,Sylas,Yasuo,Irelia,Xayah,Lucian,Rakan,Braum,LeeSin,RekSai
1473,Irelia,Kaisa,Veigar,Galio,Xayah,Ezreal,Rakan,Leona,LeeSin,XinZhao
1475,Gangplank,Kayle,Galio,Kassadin,Lucian,Ezreal,Yuumi,Thresh,Graves,LeeSin
1477,Sylas,Irelia,Talon,Zed,Xayah,Ezreal,Rakan,Bard,LeeSin,Gragas
1478,Gangplank,Vladimir,Zed,Talon,Kaisa,Ezreal,Nautilus,Leona,Shyvana,LeeSin
1479,Lulu,Sylas,Yasuo,Camille,Ezreal,Xayah,Gragas,Blitzcrank,Taliyah,Evelynn
1480,Rengar,Volibear,Vi,Yasuo,Lucian,Caitlyn,Thresh,Neeko,Nunu,Camille
1481,Fiora,Pantheon,Chogath,Irelia,Lucian,Kaisa,Morgana,Nautilus,LeeSin,Sylas
1487,Vayne,Heimerdinger,Akali,Aatrox,Lucian,Varus,Nami,Xerath,Evelynn,Elise
1488,Vladimir,Heimerdinger,Viktor,Zed,Ezreal,Kaisa,Yuumi,Nautilus,Vi,Sylas
1489,Kennen,Heimerdinger,TwistedFate,Talon,Vayne,Xayah,Janna,Rakan,Jax,Sejuani
1491,Renekton,Heimerdinger,Fizz,TwistedFate,Jinx,Kaisa,Pyke,Braum,Nunu,LeeSin
1492,Fiora,Poppy,Sylas,Yasuo,Xayah,Ezreal,Rakan,Bard,Taliyah,Gragas
